"ProjectID","EPGeoName","lat","lng","Ward","Constituency","County","Project Cost Yearly Breakdown (KES)","Total Project Cost (KES)","Approval Date ","Start Date (Planned)","Start Date (Actual)","End Date (Planned)","End Date (Actual)","Duration","Duration (Months)","Project Title","Project Description","Project Objectives","NG Programme","Vision 2030 Flagship Ministry","Vision 2030 Flagship Project/Programme","Implementing Agency","Implementation Status","MTEF Sector","Work Plan Progress (%) "
"2014/054899","Unspecified",1.146227,35.577226,,"MARAKWET EAST","ELEGEYO-MARAKWET",124964118,249928235,"08/05/2012 12:00:00 AM","08/23/2012 12:00:00 AM","02/09/2012 12:00:00 AM","08/23/2013 12:00:00 AM",,"11 months 21 days","11 months","Improvement And Sealing Of Chesoi-Chesongoch (D340) Road","THE ROAD PROJECT IS SITUATED IN ELGEYO MARAKWET COUNTY AND THE ROAD IS APPROXIMATELY 13KMS","TO ENHANCE ECONOMIC AND SOCIAL INTERGRATION","020200 - Road Transport","Unspecified","Unspecified","109 - Ministry of Transport and Infrastructure","Ongoing","Energy, Infrastructure and ICT",0
"2014/055137","Unspecified",1.146227,35.577226,,"MARAKWET EAST","ELEGEYO-MARAKWET",,,,,,,,,,,,,,,,,,,0
"2014/054783","Unspecified",1.145419,34.97995,,"KWANZA","TRANS NZOIA",1900000000,1900000000,"03/19/2014 12:00:00 AM","04/09/2014 12:00:00 AM",,"12/31/2017 12:00:00 AM",,"44 months 22 days","44 months","Kenya Cereal Enhancement Programme (KCEP)","The Programme  will benefit 100 000 smallholders whose livelihoods revolve around maize, sorghum and millet","To increase incomes and reduce poverty among rural households","010800 - Crop Development and Management","Unspecified","Unspecified","1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2012/053953","Nation Wide - Kenya",1.1432229357,35.7785615135,"KOLOWA","TIATY","BARINGO",47598750,63465000,"12/31/2011 12:00:00 AM","01/31/2012 12:00:00 AM",,"07/31/2017 12:00:00 AM",,"66 months 0","66 months","Rural Electrification Project","Supply and construction of 19991 km of 33kV medium voltage distribution lines and 591 units of 33/0.415 kVA distribution transformers and 709 km of 415 V low voltage distribution lines.","Electrification of 591 centres and about 35450 households in 66 constituencies accross Kenya.","021300 - Power  Transmission and Distribution","Unspecified","Unspecified","1151 - Ministry of Energy & Petroleum","Ongoing","Energy, Infrastructure and ICT",0
"2010/051918","Kisii",1.1226685995,35.2657517208,"BOBASI BOITANGARE","BOBASI","KISII",87968006,113101726,"01/01/2009 12:00:00 AM","01/01/2009 12:00:00 AM","01/01/2009 12:00:00 AM","03/03/2016 12:00:00 AM","09/12/2016 12:00:00 AM","95 months 8 days","95 months","Nutrition And Care For Hiv/Aids Affected People","PROVISION OF NUTRITIOUS FOOD TO HIV/AIDS AFFECTED PERSONS IN KENYA","PROVISIONS OF NUTRITIOUS FOOD TO HIV/AIDS AFFECTED PERSONS IN KENYA SO THAT THEY ARE ABLE TO TAKE THEIR A.R.V s DRUGS","040200 - Curative Health Services","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 1081 - Ministry of Health","Ongoing","Health",0
"2014/055018","Unspecified",1.1220723217,36.6861180185,"MARALAL","SAMBURU WEST","SAMBURU",,,,,,,,,,,,,,,,,,,0
"2014/055056","Unspecified",1.1220723217,36.6861180185,"MARALAL","SAMBURU WEST","SAMBURU",,,,,,,,,,,,,,,,,,,0
"2013/054574","Unspecified",1.1163996931,35.5776750933,"SAMBIRIR","MARAKWET EAST","ELGEYO/MARAKWET",124964118,249928235,"06/15/2012 12:00:00 AM","08/23/2012 12:00:00 AM",,"08/23/2013 12:00:00 AM",,"12 months 0","12 months","Improvement Of Chesoi-Chesongoch Road To Bitumen Standards","improvement of 14 KM of Chesoi-Chesongoch road to bitumen standards","increase paved road network in the sub-county","020200 - Road Transport","Unspecified","Unspecified","109 - Ministry of Transport and Infrastructure","Ongoing","Energy, Infrastructure and ICT",0
"2012/053345","Nation Wide - Kenya",1.0644154163,34.794395163,"WASO","SAMBURU EAST","SAMBURU",300000000,300000000,"05/23/2011 12:00:00 AM","05/23/2011 12:00:00 AM",,"12/31/2016 12:00:00 AM","03/09/2018 12:00:00 AM","64 months 9 days","64 months","Kenya Transport Sector Support Project (KTSSP)","The objective of the project are to (a) increase the efficiency of road transport along the northern corridor and the Tanzania -Kenya- Sudan Road Corridor; (b) Enhance aviation safety and security to meet international standards ; (c) improve the institu","xxx","020200 - Road Transport","Ministry of Transport and Infrastructure","Develop an Integrated Growth and Development Strategy for Six Metropolitan Regions; Lamu Corridor Development.; Development of 1st?????World Airport Facilities.","109 - Ministry of Transport and Infrastructure; 1091 - State Department of Infrastructure; 1092 - State Department of Transport","Ongoing","Energy, Infrastructure and ICT",0
"2014/054768","Unspecified",1.048902,36.01953,,"TIATY","BARINGO",395133100,395133100,"02/05/2014 12:00:00 AM","04/01/2014 12:00:00 AM",,"06/30/2015 12:00:00 AM",,"14 months 29 days","14 months","Rural Water Supply Project In East Pokot, Baringo County","To construct 30 boreholes targeting villages in East Pokot","Improve water accessibility in East Pokot","100400 - Water Resources Management","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources","Planned","Environmental Protection, Water and Natural Resources",0
"2010/051918","Kisumu",1.0477323444,35.949572258,"KOBURA","NYANDO","KISUMU",87968006,113101726,"01/01/2009 12:00:00 AM","01/01/2009 12:00:00 AM","01/01/2009 12:00:00 AM","03/03/2016 12:00:00 AM","09/12/2016 12:00:00 AM","95 months 8 days","95 months","Nutrition And Care For Hiv/Aids Affected People","PROVISION OF NUTRITIOUS FOOD TO HIV/AIDS AFFECTED PERSONS IN KENYA","PROVISIONS OF NUTRITIOUS FOOD TO HIV/AIDS AFFECTED PERSONS IN KENYA SO THAT THEY ARE ABLE TO TAKE THEIR A.R.V s DRUGS","040200 - Curative Health Services","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 1081 - Ministry of Health","Ongoing","Health",0
"2014/055125","Unspecified",1.0128868397,34.9784274457,"MATISI","SABOTI","TRANS NZOIA",25475724,76427173,"09/28/2011 12:00:00 AM","10/27/2011 12:00:00 AM","07/11/2011 12:00:00 AM","11/14/2012 12:00:00 AM",,"26 months 14 days","26 months","CONSTRUCTION OF BUILDING AND CIVIL ENGINEERING STOREY WORKSHOP AT KITALE TECHNICAL TRAINING INSTITUTE","A modern storeyed building with 7workshops,staffroom ,offices, ICT room,stores and changing rooms","Increase workshop space.
More practical exposure for the trainees","050500 - Technical Vocational Education and Training","Ministry of Education","Improved ST and I capacities and capabilities to support the key national transformation areas.","106 - Ministry of Education","Completed","Education",0
"2014/055010","Unspecified",0.985494,40.35852,,"WAJIR SOUTH","WAJIR",,,,,,,,,,,,,,,,,,,0
"2014/055053","Unspecified",0.971351,34.845898,,"SABOTI","TRANS NZOIA",,,,,,,,,,,,,,,,,,,0
"2010/052504","Unspecified",0.9590249129,34.8053856642,"SABOTI","SABOTI","TRANS NZOIA",1900000000,1900000000,"06/29/2010 12:00:00 AM","10/01/2010 12:00:00 AM","01/10/2010 12:00:00 AM","06/30/2015 12:00:00 AM",,"59 months 29 days","59 months","East Africa Public Health Laboratory Network Project (EAPLHP)","REHABILITATION,EXPANSION AND CONSTRUCTION OF 5 SATELITE LABORATORIES TO EXPAND DIAGNOSTIC SERVICES
DEVELOP CAPACITYOF LABORATORY PERSONEL
CARRYING OUT OPERATIONAL REASEARCH AND FACILITATE KNOWLEDGE SHARING","ESTABLISH A NETWORK OF EFFICIENT, HIGH QUALITY,ACCESSIBLE PUBLIC HEALTH LABORATORIES FOR THE DIAGNOSIS AND SURVAILLANCE OF TUBERCULOSIS AND OTHER COMMUNICABLE DISEASES","040100 - Preventive & Promotive Health Services","Unspecified","Unspecified","1081 - Ministry of Health","Ongoing","Health",0
"2014/055023","Unspecified",0.9562595887,35.5670821954,"KAPSOWAR","MARAKWET WEST","ELGEYO-MARAKWET",,,,,,,,,,,,,,,,,,,0
"2012/053953","Nation Wide - Kenya",0.9500638048,35.610698358,"ARROR","MARAKWET WEST","ELGEYO-MARAKWET",47598750,63465000,"12/31/2011 12:00:00 AM","01/31/2012 12:00:00 AM",,"07/31/2017 12:00:00 AM",,"66 months 0","66 months","Rural Electrification Project","Supply and construction of 19991 km of 33kV medium voltage distribution lines and 591 units of 33/0.415 kVA distribution transformers and 709 km of 415 V low voltage distribution lines.","Electrification of 591 centres and about 35450 households in 66 constituencies accross Kenya.","021300 - Power  Transmission and Distribution","Unspecified","Unspecified","1151 - Ministry of Energy & Petroleum","Ongoing","Energy, Infrastructure and ICT",0
"2010/052263","Nation Wide - Kenya",0.932737586,34.911661842,"NABISWA","KIMININI","TRANS NZOIA",2142000000,2142000000,"02/23/2009 12:00:00 AM","07/01/2010 12:00:00 AM",,"06/30/2016 12:00:00 AM",,"71 months 29 days","71 months","Community Empowerement And Institutional Support Project (CEISP)","The project comprises of two components; 
i) Capacity building component which aims at developing the capacity of communities and other local level stakeholders to make better, more focused and equitable use of resources made available through Devolved f","The project objective is to help empower poor communities to access socio-economic services in order to reduce poverty and to improve the management of local socio-economic development.","070600 - Economic Policy and National Planning","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 1031 - State Department for Planning","Ongoing","Public Administration and International Relations (PAIR)",0
"2014/054792","Unspecified",0.9288669809,34.6569146203,"ELGON","MT. ELGON","BUNGOMA",,,,,,,,,,,,,,,,,,,0
"2014/054783","Unspecified",0.924625,34.596733,,"MT. ELGON","BUNGOMA",1900000000,1900000000,"03/19/2014 12:00:00 AM","04/09/2014 12:00:00 AM",,"12/31/2017 12:00:00 AM",,"44 months 22 days","44 months","Kenya Cereal Enhancement Programme (KCEP)","The Programme  will benefit 100 000 smallholders whose livelihoods revolve around maize, sorghum and millet","To increase incomes and reduce poverty among rural households","010800 - Crop Development and Management","Unspecified","Unspecified","1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2013/054191","Unspecified",0.9066164973,35.1644730595,"MOI'S BRIDGE","SOY","UASIN GISHU",1456087584,1456087584,"03/17/2012 12:00:00 AM","03/17/2012 12:00:00 AM",,"06/30/2018 12:00:00 AM",,"75 months 13 days","75 months","Moi Teaching And Referral Hospital : Academic Model Providing Access To Healthcare","Integrated program that coordinates a comprehensive HIV and Tuberculosis care in Western Kenya and providing support in the delivery of primary care at the community and facility levels including maternal child health, family planning and reproductive he","Reduction of HIV prevalence and infant mortality rates in Western Kenya","040200 - Curative Health Services","Ministry of Health","Rehabilitation of Health Facilities","1081 - Ministry of Health; 116 - MOMS - Moi Teaching & Referral Hospital; 1062 - State Department for Science and Technology","Ongoing","Health",0
"2010/051556","Unspecified",0.813546273,34.7471712585,"MAENI","KIMILILI","BUNGOMA",13044015,20497739,"01/25/2006 12:00:00 AM","07/12/2006 12:00:00 AM",,"09/30/2016 12:00:00 AM",,"122 months 18 days","122 months","Smallholder Dairy Commercialisation Programme","JOINT DEVELOPMENT PROGRAMME BETWEEN THE GOVERNMENT AND INTERNATIONAL FUND FOR AGRICULTURAL DEVELOPMENT WITH AN EPHASIS ON COMMERCIALISATION OF DAIRY AND DAIRY PRODUCTS THROUGH THE MARKET ORIENTED DAIRY ENTERPRISE APPROACH.","INCREASE THE INCOME OF THE POOR RURAL HOUSE HOLD THAT DEPEND SUBSTANTIALLY ON PRODUCTION AND TRADE OF DAIRY PRODUCTS FOR THEIR LIVELIHOOD.","011200 - Livestock Resources Management and Development","Unspecified","Unspecified","116 - Ministry of Agriculture, Livestock and Fisheries; 1162 - State Department for Livestock","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2014/055380","Unspecified",0.811581,35.234379,,"MWEA","KIRINYAGA",,,,,,,,,,,,,,,,,,,0
"2013/054425","Unspecified",0.811581,35.234379,,"SOY","UASIN GISHU",,,,,,,,,,,,,,,,,,,0
"2014/054941","Unspecified",0.811581,35.234379,,"SOY","UASIN GISHU",,,,,,,,,,,,,,,,,,,0
"2014/055054","Unspecified",0.811581,35.234379,,"SOY","UASIN GISHU",,,,,,,,,,,,,,,,,,,0
"2011/052915","Unspecified",0.782631,34.734135,,"KIMILILI","BUNGOMA",8000000001,8000000001,"02/10/2011 12:00:00 AM","07/01/2011 12:00:00 AM",,"06/30/2017 12:00:00 AM",,"71 months 29 days","71 months","Abasweni Wind Power Project",-0,-0,"070600 - Economic Policy and National Planning","Unspecified","Unspecified","128 - MRDA - Ewaso Ngiro North Dev. Authority (ENNDA)","Planned","Unspecified",0
"2012/053994","Habaswein",0.7683786622,39.8105786724,"HABASSWEIN","WAJIR SOUTH","WAJIR",26847792,80543506,"03/20/2012 12:00:00 AM","03/20/2012 12:00:00 AM",,"12/31/2012 12:00:00 AM",,"9 months 11 days","9 months","Development Phase Of The Wajir/Habaswein Water Supply Project","It is the gateway to the implemntation phase of the water project.  Thus it is a preparation on how the project will be implemented.","Top have the deliverables for the project to meet sustainable water supply for the next 20 years fully finalised.","071300 - Special Initiatives","Unspecified","Unspecified","103 - Ministry of Devolution and Planning","Ongoing","Unspecified",0
"2013/054424","Unspecified",0.7683786622,39.8105786724,"HABASSWEIN","WAJIR SOUTH","WAJIR",,,,,,,,,,,,,,,,,,,0
"2014/054749","Unspecified",0.7683786622,39.8105786724,"HABASSWEIN","WAJIR SOUTH","WAJIR",,,,,,,,,,,,,,,,,,,0
"2010/051918","Vihiga",0.765924973,34.5432565277,"LUGAGA-WAMULUMA","VIHIGA","VIHIGA",87968006,113101726,"01/01/2009 12:00:00 AM","01/01/2009 12:00:00 AM","01/01/2009 12:00:00 AM","03/03/2016 12:00:00 AM","09/12/2016 12:00:00 AM","95 months 8 days","95 months","Nutrition And Care For Hiv/Aids Affected People","PROVISION OF NUTRITIOUS FOOD TO HIV/AIDS AFFECTED PERSONS IN KENYA","PROVISIONS OF NUTRITIOUS FOOD TO HIV/AIDS AFFECTED PERSONS IN KENYA SO THAT THEY ARE ABLE TO TAKE THEIR A.R.V s DRUGS","040200 - Curative Health Services","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 1081 - Ministry of Health","Ongoing","Health",0
"2012/053345","Nation Wide - Kenya",0.765924973,34.5432565277,"WASO","SAMBURU EAST","SAMBURU",300000000,300000000,"05/23/2011 12:00:00 AM","05/23/2011 12:00:00 AM",,"12/31/2016 12:00:00 AM","03/09/2018 12:00:00 AM","64 months 9 days","64 months","Kenya Transport Sector Support Project (KTSSP)","The objective of the project are to (a) increase the efficiency of road transport along the northern corridor and the Tanzania -Kenya- Sudan Road Corridor; (b) Enhance aviation safety and security to meet international standards ; (c) improve the institu","xxx","020200 - Road Transport","Ministry of Transport and Infrastructure","Develop an Integrated Growth and Development Strategy for Six Metropolitan Regions; Lamu Corridor Development.; Development of 1st?????World Airport Facilities.","109 - Ministry of Transport and Infrastructure; 1091 - State Department of Infrastructure; 1092 - State Department of Transport","Ongoing","Energy, Infrastructure and ICT",0
"2013/054114","Unspecified",0.7648860472,34.7280756447,"KIMILILI","KIMILILI","BUNGOMA",85500000,85500000,"08/22/2012 12:00:00 AM","04/01/2013 12:00:00 AM",,"04/01/2015 12:00:00 AM",,"24 months 0","24 months","Hunger Relief In East Africa - Producing Processed Soya Bean Products","The project aims to promote processing of Soya beans","Alleviating Hunger andpoverty in Kenya and East Africaby establishing production of processed soya bean products","030300 - Standards and Business Incubation","Unspecified","Unspecified","1171 - Ministry of Industrialization and Enterprise Development","Ongoing","General Economic and Commercial Affairs",0
"2014/055130","Unspecified",0.7648860472,34.7280756447,"KIMILILI","KIMILILI","BUNGOMA",5000000,5000000,"04/12/2012 12:00:00 AM","05/02/2012 12:00:00 AM",,"04/03/2013 12:00:00 AM","10/04/2014 12:00:00 AM","22 months 23 days","22 months","construction of a hydraulic workshop","THE PROJECT WILL COMPRISE OF ONE BIG HALL AND ONE PREPARATION ROOM.","-TO CREATE ENOUGH SPACE THAT WILL HOUSE 10 EQUIPMENTS AND TRAINING ROOM THAT WILL PROVIDE QUALITY AND RELEVANCE OF TRAINING.","050500 - Technical Vocational Education and Training","Ministry of Education","Improved ST and I capacities and capabilities to support the key national transformation areas.","MoHEST - Matili Technical Training Institute","Completed","Education",0
